phase_id,question_type,number_of_questions,question1,question2,answer_choices,expected_return_type,expected_answers_question1,expected_answers_question2,comments
cooking,evaluation_of_conversation,2,"U: I'm running out of tomato poure
R: might you have another package of tomato puree on the counter?
U: Yes, but it is expired
R: Then you should get one from the storage room closet
{'object': 'tomato puree', 'location': 'closet', 'room':'kitchen'}
Was semantic extraction successful?","Given this conversation history, is it correct that the user is making a warm meal for dinner?",N/A,str,"no {'object': 'tomato puree', 'location': 'closet', 'room':'storage room'}",yes,N/A
cooking,evaluation_of_conversation,2,"U: I want to make some scrambled eggs. I have eggs and a spatula but I don't know what to cook them on. 
R: What are your alternatives? I suggest some type of pan
U: the pan I use for making eggs is dirty and wet. I have a pot and a skillet available.
R: The skillet would be the best fit between the two.
{'object': 'skillet', 'location': 'cabinet'}
Was semantic extraction successful?","Given this conversation history, is it correct that the skillet has to be washed after making the scrambled eggs?",N/A,str,yes,yes,N/A
serving,dictionary_return,1,"I'm about to serve the rice, get me one of those big spoons",N/A,N/A,dict,"{'object': 'serving spoon', 'room': 'kitchen', 'location': 'drawer'} ",N/A,N/A
serving,dictionary_return,1,Get me the one object to serve sallads with,N/A,N/A,dict,"{'object': 'salad tong', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'salad servers', 'room': 'kitchen', 'location': 'drawer'} ",N/A,N/A
serving,dictionary_return,1,"I should have one of those trays for butter, i just cleaned it",N/A,N/A,dict,"{'object': 'butter dish', 'room': 'kitchen', 'location': 'sink', 'cleanliness': 'clean'}
{'object': 'butter dish', 'room': 'kitchen', 'location': 'dish rack', 'cleanliness': 'clean'}
{'object': 'butter dish', 'room': 'kitchen', 'location': 'plate rack', 'cleanliness': 'clean'}
{'object': 'butter dish', 'room': 'kitchen', 'location': 'sink', 'cleanliness': 'cabinet'}",N/A,N/A
serving,dictionary_return,1,"The tea spoons are not good for these cubes of sugar, do we have something else that can grab them?",N/A,N/A,dict,"{'object': 'sugar tong', 'room': 'kitchen', 'location': 'drawer'} ",N/A,N/A
serving,dictionary_return,1,"I am about to cut the cooked turkey, but my knives are not sharp enough, how do I sharpen them?",N/A,N/A,dict,"{'object': 'knife sharpener', 'room': 'kitchen', 'location': 'drawer'} 
{'object': 'knife sharpener', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'knife sharpener', 'room': 'kitchen', 'location': 'table'}
{'object': 'Sharpening rod', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'Sharpening rod', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'Sharpening rod', 'room': 'kitchen', 'location': 'table'}
{'object': 'Honing steel', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'Honing steel', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'Honing steel', 'room': 'kitchen', 'location': 'table'}",N/A,N/A
serving,dictionary_return,1,"Ouch! The sheet pan is really hot, how do I take it out of the oven?",N/A,N/A,dict,"{'object': 'oven mitts', 'room': 'kitchen', 'location': 'drawer'} 
{'object': 'oven mitts', 'room': 'kitchen', 'location': 'under the oven'}
{'object': 'oven mitts', 'room': 'kitchen', 'location': 'shelf'} 
{'object': 'pot holders', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'pot holders', 'room': 'kitchen', 'location': 'under the oven'}
{'object': 'pot holders', 'room': 'kitchen', 'location': 'shelf'}",N/A,N/A
serving,dictionary_return,1,"I've got this meatloaf, but it is too dry, what can I serve with it to complement it?",N/A,N/A,dict,"{'object': 'gravy sauce', 'room': 'kitchen', 'location': 'fridge'}
{'object': 'gravy sauce', 'room': 'kitchen', 'location': 'stove'}
{'object': 'brown sauce', 'room': 'kitchen', 'location': 'fridge'}
{'object': 'brown sauce', 'room': 'kitchen', 'location': 'stove'}
{'object': 'sauce', 'room': 'kitchen', 'location': 'fridge'}",N/A,N/A
serving,dictionary_return,1,This steak would go good with some red,N/A,N/A,dict,"{'object': 'red wine ', 'room': 'kitchen', 'location': 'wine freezer'}
{'object': 'wine ', 'room': 'kitchen', 'location': 'wine freezer'}
{'object': 'red wine ', 'room': 'kitchen', 'location': 'fridge'}
{'object': 'red wine ', 'room': 'kitchen', 'location': 'cabinet'}",N/A,N/A
serving,dictionary_return,1,"Let's see, I put out the burgers, the lettuce, cucumber, onion and bread. What might I be missing for my simple burger dinner?",N/A,N/A,dict,"{'object': 'tomato', 'room': 'kitchen', 'location': 'fridge'}
{'object': 'tomato', 'room': 'kitchen', 'location': 'refrigerator'}
{'object': 'ketchup', 'room': 'kitchen', 'location': 'fridge'}
{'object': 'ketchup', 'room': 'kitchen', 'location': 'refrigerator'}",N/A,N/A
serving,dictionary_return,1,The egg is a little bland,N/A,N/A,dict,"{'object': 'salt', 'room': 'kitchen', 'location': 'table'}
{'object': 'salt', 'room': 'kitchen', 'location': 'dining table'}
{'object': 'salt', 'room': 'kitchen', 'location': 'shelf'}
{'object': 'salt shaker', 'room': 'kitchen', 'location': 'table'}
{'object': 'salt shaker', 'room': 'kitchen', 'location': 'dining table'}",N/A,N/A
serving,yes_no_return,1,Are spoons good if we are eating rice?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
serving,yes_no_return,1,"If I invited six people to join me for dinner, should I prepare cutlery for seven people?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
serving,yes_no_return,1,"I dropped a fork on the ground whilst eating, should I exchange it?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
serving,yes_no_return,1,Could I serve juice to the kids while the adults drink wine?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
serving,yes_no_return,1,"My diabetic friend is having dinner with me at home, I have regular coca cola, artificial fruit juices with lots of sugar, should I offer him water instead?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
serving,yes_no_return,1,"I invited some people for dinner. It's going to be me, my friend and his wife, my father, my boss and my wife, she won't be eating though. Should I prepare 6 plates for the dinner?",N/A,"[""yes"",""no""]",str,no ,N/A,N/A
serving,yes_no_return,1,Should I serve candy with the dinner?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
serving,yes_no_return,1,Can I pour wine for the kids?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
serving,yes_no_return,1,Can I serve my vegetarian friend some of my famous chilli con carne?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
serving,yes_no_return,1,"Can I use this a dirty plate without cleaning it first, to serve a guest?",N/A,"[""yes"",""no""]",str,no,N/A,N/A
serving,likelihood_return,1,"I had to reheat a bowl of soup in the microwave, the duration was about 15 minutes, how likely is the bowl itself to be warm when touched?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
serving,likelihood_return,1,"I grilled potatoes wrapped in foil, I am about to serve them after just taking them out to the table. How likely is it the potatoes are hot?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
serving,likelihood_return,1,"If my friend who is nut allergic accidentally ate a handful of peanuts, will he have an allergic reaction?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
serving,likelihood_return,1,"For an appetizer I presented some sliced apples and other fruits, a friend is complaining that his throat has been itching him ever since he ate a sliced apple, might he be allergic to them?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
serving,likelihood_return,1,"My kid has been whining a lot and I haven't seen him eat anything for a couple of hours, might he be hungry?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
serving,likelihood_return,1,"My friend is, to my knowledge, allergic to bananas. Will he have an allergic reaction if he eats apple pie? ",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
serving,likelihood_return,1,"Guests were invited for dinner, they have been here for one hour now and it is time for the dinner. They did not mention but might they have already eaten prior to their arrival?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
serving,likelihood_return,1,"I forgot the sauce to the dish, now everyone will hate the taste of it",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very unlikely,N/A,N/A
serving,likelihood_return,1,"I had to reheat a bowl full of cold soup in the microwave, the duration was about 2 minutes, how likely is the soup to be warm?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
serving,likelihood_return,1,"A kid dropped a plate of rice on the table, will it leave a stain?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very unlikely,N/A,N/A
serving,mcq,1,"I am about to serve cake, it is a small cake and we are a lot of people. Should I serve the cake using
A. Big plates
B. Small plates
C. Big bowls
D. Small bowls",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
serving,mcq,1,"When serving rice on multiple plates, i ought to use
A. dirty serving spoon
B. a big clean fork
C. clean serving spoon
D. clean tea spoon",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
serving,mcq,1,"I am preparing some soup and it is time for serving. I now realize I don't have enough clean bowls for three people so here are my options:
A. two clean bowls and a dirty one
B. two clean bowl and one flat plate 
C. each one gets a flat plate 
D. two clean bowls and a deep plate ",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
serving,mcq,1,"What should I use to serve rice if my serving spoon is in the washing machine:
A. A regular spoon
B. A fork
C. a tea spoon
D. a kids spoon",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
serving,mcq,1,"What should I use to serve rice:
A. a dirty serving spoon 
B. a regular spoon
C. a tea spoon
D. a fork",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
serving,mcq,1,"How should I serve the salad to my guests?
A. use dirty salad tong 
B. use one fork
C. use two spoons
D. use my hand",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
serving,mcq,1,"How do I sharpen these knives
A. knife sharpener
B. rub one knife on to the other like chefs do before cutting
C. buy new knives as knives cannot be sharpened
D. Use an electric grinder to sharpen the blades",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
serving,mcq,1,"The meat plate in the stove is cooked, now what do I do to serve it:
A. pull the plate out of the stove with my bare hand to start serving
B. open the door to the stove and let it cool down before serving
C. use Parchment paper to hold the plate and start serving
D. use oven mitts to pull it out and start serving",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
serving,mcq,1,"I have invited three friends and we are about to eat some soup, what should I prepare:
A. four clean forks
B. four dirty spoons
C. three clean spoons
D. four clean spoons",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
serving,mcq,1,"I am serving sliced eggs with bread this morning, what can I have to complement the flavor?
A. water
B. gravy
C. salt 
D. nigella seeds",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
serving,mcq,1,"I have guests over but I have not cooked anything, what should I serve them:
A. The package of Merci chocolate they brought, along with refreshments
B. apologize and tell them I don't have anything to serve them
C. tell them to come back another day after I have bought food from the store
D. knowing I don't have anything I pretend to get an urgent call and have them leave",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
serving,evaluation_of_conversation,2,"U: It's crazy hot weather, I have guests coming and I don't have any beverages to serve, what do I do?
R: Run down to the supermarket that is close by and buy what you need
U: I don't think I have ice either what about that?
R: You can buy a bag of ice from the supermarket
U: ah is that so, I think I'll just buy 6 cold bottles instead
{'object': 'bottles', 'location': 'supermarket', 'quantity': '6', 'state':'cold'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user is not prepared to have guests over?",N/A,str,yes,yes,N/A
serving,evaluation_of_conversation,2,"U: I'm serving breakfast. I can't locate the butter, but I'm sure my partner bought some yesterday. 
R: Have you looked in the fridge and the pantry?
U: Of course I have!
R: Could it be that it is placed on a butter tray and you missed it in the fridge whilst looking for a regular butter package?
U: oh yeah, you're right, I see it now.
{'object': 'butter package', 'location': 'fridge'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that no butter was bought yesterday?",N/A,str,"no  {'object': 'butter tray', 'location': 'fridge'}",no,N/A
serving,evaluation_of_conversation,2,"U: I am serving tea, only one person among us drinks their tea without sugar. I have four cups, three from one set and a green cup. Which one should I use for the one person who doesn't want sugar?
R: The simplest way to remember is to use the uniquely colored cup for that person.
{'object': 'random cup'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that everyone present drinks their tea with sugar?",N/A,str,"no {'object': 'green cup'} 
no {'object': 'cup', 'color':'green'}
no {'object': 'cup', 'colour':'green'} ",no,N/A
serving,evaluation_of_conversation,2,"U:  Oh nooooo!
R: What's wrong?
U: All of my favorite knives are not sharp anymore. I will  have to throw them away, but I don't have money to buy so many good quality knives.
R: You could just buy a knife sharpener from Ikea or other stores that sell them
U: Oh that's a good idea, thanks.
{'object': 'knife sharpener', 'location': 'Ikea'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user was eating soup when he realizes this?",N/A,str,yes,no,N/A
serving,evaluation_of_conversation,2,"U: Got a question for you, how should I take out this plate that's in the oven? 
R: You might want to use oven mittens for that
U: ehm, I don't have that
R: how about pot holders? 
U: I don't have that either, I'll buy some next week.
R:how about some layers of a clean towel
U: yeah that works
{'object': 'towel'} 
Was semantic extraction successful?","Given this conversation history, will the user be able to eat what they cooked?",N/A,str,yes,yes,N/A
serving,evaluation_of_conversation,2,"U: This meatloaf is super dry, I'm grabbing some water.
U: Is there something I can do for its dryness?
R: How about pouring some sauce on top? I suggest gravy sauce
U: sure that sounds good, get that
{'object': 'water', 'location': 'tap'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that other people at the table feel the same about the meatloaf?",N/A,str,"no {'object': 'gravy sauce'} 
no {'object': 'gravy sauce', 'location': 'table'} 
no {'object': 'gravy sauce', 'location': 'frigde'} 
no {'object': 'gravy sauce', 'location': 'stove'}",yes,N/A
serving,evaluation_of_conversation,2,"U: This steak would go good with some red
R: Do you mean red wine?
U: yeah, we should have some
R: ok, I'll go get one from the wine cooler
U: Oh and don't bring glasses, there are already a couple on the table
{'object': 'wine glass'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user is about to pour some white wine?",N/A,str,"no {'object': 'wine', 'location': 'wine cooler'} 
no {'object': 'wine', 'location': 'winecooler'}",no,N/A
serving,evaluation_of_conversation,2,"U: I might be missing something for my burger...So far I have lettuce, tomato, burgers and cucumber.
R: what about onion slices?
U: I already have those, that's not it
R: the burger bread?
U: yes of course!
{'object': 'burger bread'} 
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user has ordered food from a burger restaurant?",N/A,str,yes,no,N/A
serving,evaluation_of_conversation,2,"U: hey, so I have this home made carrot cake and I have friends over
R: Yes, that sounds nice
U: Yeah but I have this one friend and I don't know if he can eat it as he always avoids sugar
R: It would be best to serve that friend another cake or at least tell them that it contains sugar
U: I'll serve him the vanilla cake in the fridge, that one is sugar free. Can you get it?
{'object': 'vanilla cake', 'location': 'fridge'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that only one person is diabetic?",N/A,str,yes,yes,N/A
serving,evaluation_of_conversation,2,"U: I have guests coming over, can you put plates on the dining table, for three of my friends and for me as well.
R: Sure, I'll put four plates on the table
U: Oh I forgot, my wife will be there as well
R:  I'll prepare five plates then
U: Oh and my cousin is joining us too!
R: six plates then
{'object': 'plate', 'location': 'cabinet', 'quantity': '4'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user forgot two people initially?",N/A,str,"no {'object': 'plate', 'location': 'cabinet', 'quantity': '6'}",yes,N/A
eating,dictionary_return,1,"Oh no, I drank up all my orange juice, I want more though",N/A,N/A,dict,"{'object': 'Orange juice', 'room': 'kitchen', 'location': 'fridge'} 
{'object': 'Orange juice', 'room': 'kitchen', 'location': 'refrigerator'} ",N/A,N/A
eating,dictionary_return,1,I'm going to start pouring soup now be ready,N/A,N/A,dict,"{'object': 'bowl', 'room': 'kitchen', 'location': 'cabinet'} 
{'object': 'bowl', 'room': 'kitchen', 'location': 'drawer'} ",N/A,N/A
eating,dictionary_return,1,"Let us pour up juice for five kids, I will get the juice, you get the rest",N/A,N/A,dict,"{'object': 'glasses', 'room': 'kitchen', 'location': 'cabinet', 'quantity' : '5'} 
{'object': 'glass', 'room': 'kitchen', 'location': 'cabinet', 'quantity' : '5'} 
{'object': 'cups', 'room': 'kitchen', 'location': 'cabinet', 'quantity' : '5'} 
{'object': 'cup', 'room': 'kitchen', 'location': 'cabinet', 'quantity' : '5'} ",N/A,N/A
eating,dictionary_return,1,"I am in the middle of eating and my hands are dirty, I notice someone calling me and I want to answer",N/A,N/A,dict,"{'object': 'Tissues', 'room': 'Dining room', 'location': 'table'}
{'object': 'Tissue', 'room': 'Dining room', 'location': 'table'}
{'object': 'napkins', 'room': 'Dining room', 'location': 'table'} 
{'object': 'tissue box', 'room': 'Dining room', 'location': 'table'} ",N/A,N/A
eating,dictionary_return,1,My dad likes his tea sweet,N/A,N/A,dict,"{'object': 'sugar', 'room': 'kitchen', 'location': 'countertop'} 
{'object': 'sugar', 'room': 'kitchen', 'location': 'table'}
{'object': 'sugar', 'room': 'dining room', 'location': 'table'}",N/A,N/A
eating,dictionary_return,1,How am I going to eat this soup?,N/A,N/A,dict,"{'object': 'spoon', 'room': 'kitchen', 'location': 'drawer'}",N/A,N/A
eating,dictionary_return,1,"I am going to serve the pizza now, but it would be a good idea to cut it into pieces first",N/A,N/A,dict,"{'object': 'pizza cutter', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'knife', 'room': 'kitchen', 'location': 'drawer'}",N/A,N/A
eating,dictionary_return,1,"The salad looks good, but how do I serve it to people?",N/A,N/A,dict,"{'object': 'salad server', 'room': 'kitchen', 'location': 'drawer'} 
{'object': 'salad servers', 'room': 'kitchen', 'location': 'drawer'}
{'object': 'spoon', 'room': 'kitchen', 'location': 'drawer'}",N/A,N/A
eating,dictionary_return,1,"This might get messy, this pasta sauce might stain all over my shirt and mouth, what should I do to protect my shirt?",N/A,N/A,dict,"{'object': 'napkin', 'room': 'kitchen', 'location': 'counter'}
{'object': 'napkins', 'room': 'Dining room', 'location': 'table'} 
{'object': 'napkins', 'room': 'kitchen', 'location': 'table'} ",N/A,N/A
eating,dictionary_return,1,This food looks delicious but would be even better with a cold drink,N/A,N/A,dict,"{'object': 'drink', 'room': 'kitchen', 'location': 'fridge', 'state':'cold'}
{'object': 'drink', 'room': 'kitchen', 'location': 'fridge', 'temperature':'cold'}
{'object': 'drink', 'room': 'kitchen', 'location': 'refrigerator', 'state':'cold'}
{'object': 'drink', 'room': 'kitchen', 'location': 'refrigerator', 'temperature':'cold'}
{'object': 'soda', 'room': 'kitchen', 'location': 'fridge', 'temperature':'cold'}",N/A,N/A
eating,yes_no_return,1,Could I use a fork to eat rice?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
eating,yes_no_return,1,If my friend is allergic to eggs should he avoid eating my super tasty fried rice?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
eating,yes_no_return,1,"If the pot is very hot, would it be good to put it on a trivet on the dining room table?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
eating,yes_no_return,1,Can you put ketchup on mashed potatoes?,N/A,"[""yes"",""no""]",str,yes,N/A,N/A
eating,yes_no_return,1,"I am making a pad thai with peanuts, but if I have a nut allergic friend coming over I should probably omit using the nuts right?",N/A,"[""yes"",""no""]",str,yes,N/A,N/A
eating,yes_no_return,1,Is fork a good option if I am eating soup?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
eating,yes_no_return,1,Are appetizers served after the main meal?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
eating,yes_no_return,1,Are wine glasses exclusive to wine?,N/A,"[""yes"",""no""]",str,no,N/A,N/A
eating,yes_no_return,1,"If I am eating noodles and pasta, is a spoon a good choice?",N/A,"[""yes"",""no""]",str,no,N/A,N/A
eating,yes_no_return,1,"If i have soup, could i eat it with chop sticks?",N/A,"[""yes"",""no""]",str,no,N/A,N/A
eating,likelihood_return,1,"This potato is very hard and cold on the inside, might it still be raw?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
eating,likelihood_return,1,"Hmm, this bread has some green marks on it, could it be mold?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
eating,likelihood_return,1,"If the bread has mold on it, could it be old bread?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very likely,N/A,N/A
eating,likelihood_return,1,"The drink tastes watery, could it be that the ice had melted causing a layer of water?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
eating,likelihood_return,1,The taste of salt is the most evident in the soup. Might I have put too much in it?,N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
eating,likelihood_return,1,"This coffee tastes entirely different this morning, might someone have changed the beans?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
eating,likelihood_return,1,"The coffee tastes odd this afternoon, could it be that this is the mornings batch, reheated?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,likely,N/A,N/A
eating,likelihood_return,1,"The rice is very soggy, could it be that I put in too much water?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
eating,likelihood_return,1,My rice pot is always burnt on the bottom. could it be a bad brand of rice?,N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,unlikely,N/A,N/A
eating,likelihood_return,1,"The steak I made was supposed to be medium rare, its color is red inside and when pushed it extrudes liquid, might it be overcooked? ",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very unlikely,N/A,N/A
eating,likelihood_return,1,"I want to eat this soup with bread. I have some three week old bread on the table, might it still be soft?",N/A,"[""very unlikely"", ""unlikely"", ""likely"", ""very likely""]",str,very unlikely,N/A,N/A
eating,mcq,1,"This is my first time cooking, I made a steak with wine sauce, my kid is eating with me. Should I
A. serve him some of the steak with wine sause 
B. serve him some chicken nuggets
C. serve him cereals with milk
D. serve him peas and vegetables",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
eating,mcq,1,"I drank all of my orange juice, what should I do:
A. Pour more orange juice
B. pour water in the glass
C. pour coca cola into the glass
D. pour wine into the glass",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
eating,mcq,1,"I ate all my soup and asked for seconds, now the host is standing by with the soup pot should I:
A. reach out with an empty glass
B. reach out with a flat plate
C. assume it's a staring contest and maintain eye contact
D. reach out with my empty bowl for a second serving of soup",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
eating,mcq,1,"I have five kids at the dining room table and they all want more orange juice. I only have orange juice enough for four people, should I:
A. Give them all water out of fairness and equality
B. not give them anything and drink up the juice myself
C. ask them who wants apple juice instead, then give juice to all the kids depending on the one they choose
D. lie to them and tell them that they will get some juice later and hope they forget",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
eating,mcq,1,"I am in the middle of eating burgers, my hands are a bit greasy and ketchup has fallen on them. Suddenly the phone rings and it seems like an important call, should I:
A. take my sweet time and finish this burger
B. get a tissue to wipe my hands and answer
C. answer with a dirty hand, smudging the phone
D. ask a stranger to answer and tell me what it is about",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
eating,mcq,1,"I am pouring tea to everyone in my family. My dad likes his tea quite sweet, should I then:
A. put a grain of sugar in it
B. add a tea spoon of salt in
C. put two tea spoons of sugar in 
D. add a teaspoon of lemon juice in",N/A,"[""A"", ""B"",""C"", ""D""]",str,C,N/A,N/A
eating,mcq,1,"I have a vegetarian friend over and we are eating together, what could I recommend him trying:
A. delicious beefsteak with potatoes and complementing sauce
B. hamburger with complementing sides and sauces
C. Chicken tikka masala
D. Falafel wrap with avocado, mint leaves, cucumber, tomato and amba sauce ",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
eating,mcq,1,"I was given a 500 bill to spend on food for the week, which of the alternatives gives an outcome where I don't starve, since I should plan my meals so the money lasts:
A. 100 to eat out on Monday, 300 to buy enough ingredients to make food for Tuesday, Thursday, Friday, Saturday and Sunday. And lastly 100 to eat out on Wednesday
B. Eat out everyday, 100 a day until the money is all spent up and then not eat if there are days left
C. 200 to eat out on Monday, 300 to buy enough ingredients to make food for Tuesday, Thursday, Friday, Saturday and Sunday. And lastly 200 to eat out on Wednesday
D. Spend the 500 on an expensive dinner on Monday and eat enough food to last the entire week.",N/A,"[""A"", ""B"",""C"", ""D""]",str,A,N/A,N/A
eating,mcq,1,"This pasta sauce might be a messy problem while eating, what should I offer the grown ups for them to not stain their shirts:
A. children's bib
B. give each one a napkin to put on their laps and by their throats
C. give each one an over-sized  shirt, that way if they get dirty I just have to clean them
D. I am not obligated to help them in any way and will refrain from doing anything",N/A,"[""A"", ""B"",""C"", ""D""]",str,B,N/A,N/A
eating,mcq,1,"We were in the midst of eating and a friend starts coughing hysterically, though it does not look like he got something stuck in the throat, what can I do to alleviate and help them:
A. Tell him that if he holds his breath the coughing should stop
B. Tell him he should have more delicious pasta
C. Hit him hard in the back until he stops coughing
D. Hand them a glass of water",N/A,"[""A"", ""B"",""C"", ""D""]",str,D,N/A,N/A
eating,evaluation_of_conversation,2,"U: It's time to take a break with the kids, should I get them tea or vinegar shots?
R: Neither sound like good alternative for kids
U: Then how about apple juice or water?
R: Apple juice seems like a good idea
U: let's go with that then, I'll pour myself water but could you help out with the kids' drinks?
{'object': 'apple juice', 'location': 'fridge'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user is unfamiliar with what kids eat and drink?",N/A,str,yes,yes,N/A
eating,evaluation_of_conversation,2,"U: I'm having dinner and have already drank around 1L of coca cola, but I still want more
R: You might want to opt for water instead, as it is not good for you to drink that much soda
U: How about Fanta instead?
R: I am simply an assistant that follows instructions, however I would like to point out that that is still a soda as well.
U: Fine, I'll go for the healthy option then
{'object': 'Fanta', 'location': 'fridge'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user did not listen to the robot's advice?",N/A,str,"no  {'object': 'water', 'location': 'sink'} 
no {'object': 'tap', 'location': 'sink'}",no,N/A
eating,evaluation_of_conversation,2,"U: My friends and I are eating dinner and my vegetarian friend is asking for a refill on his bowl. The problem is that there's no more of the soup he just ate as it was quite popular among the guests. Although I do have other alternative soups. Can I give him one of those?
R: What are the alternatives?
U: I have beef lentil soup, beef soup and lentil soup
R: Lentil soup is the appropriate option
U: he changed his mind, he wants to have some water instead, could you get that?
{'object': 'lentil soup', 'location': 'table'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user is not prepared to have guests over?",N/A,str,"no {'object': 'water', 'location': 'sink'} 
no {'object': 'water', 'location': 'tap'}",no,N/A
eating,evaluation_of_conversation,2,"U: Orange juice would be good to drink right? Yeah, the doctor said that the values were a bit low and I should get supplements
R: I see, i could get it for you
U: Hasn't been any sun out in days, lucky I am taking vitamin D supplements already.
{'object': 'orange juice', 'location': 'fridge'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user is low on vitamin D?",N/A,str,yes,yes,N/A
eating,evaluation_of_conversation,2,"U: I am low on vitamin C and vitamin D. I'll pour myself a glass of orange juice, that should help for my vitamin D deficiency. Can you get me a vitamin C supplement from the cabinet though.
R: Actually, oranges contain vitamin C. If you want to replenish both then I could get you vitamin D supplements instead? 
U: Ok
{'object': 'vitamin D supplement', 'location': 'cabinet'}
Was semantic extraction successful?","Given this conversation history, is it correct to assume that the user intended to drink orange juice because they were low on vitamin D?",N/A,str,yes,yes,N/A
